id ×,Nombre ×,Resumen ×,Telefono ×,Tamano ×,Ubicacion ×,Sector ×,Sede ×,Codigo_postal ×,Ciudad ×
162,Ascensores Macrey de México,"En Ascensores Macrey de México, proporcionamos una amplia gama de soluciones de transportación vertical, (elevadores para pasajeros, ascensores de car...",,11-50 empleados,,Construcción,"Querétaro de Arteaga, Querétaro",,Ecatepec
163,Proymsa,"Proymsa es una empresa que ofrece soluciones y servicios para la fabricación de piezas metal mecánicas, desarrollando proyectos de alto requerimiento ...",,51-200 empleados,"Principal
Proymsa Mexico
Calle Cañada 9, Santa Águeda, México 55025, MX",Fabricación de maquinaria industrial,"Santa Águeda, México",55025,Ecatepec
164,"Sellados Técnicos de México, S.A. de C.V.",Somos una empresa dedicada al servicio de maquila y acondicionamiento en empaques primarios y secundarios principalmente para la industria Químico Far...,5557551534,51-200 empleados,"Principal
Calle Canal del Risco No. 21, Ecatepec de Morelos, México 55340, MX",Fabricación de productos farmacéuticos,"Ecatepec de Morelos, México",55340,Ecatepec
167,SAPASE ECATEPEC,"CALLE PALMAS 38, Ecatepec De Morelos 55030, MX",,201-500 empleados,"CALLE PALMAS 38, Ecatepec De Morelos 55030, MX",Servicios públicos,,55030,Ecatepec
168,PNEUMATECNIA SA DE CV,"Pneumatecnia ofrece a todos sus clientes la gama más amplia de componentes neumáticos como válvulas, electroválvulas, cilindros, sistemas para tratami...",3336289831,11-50 empleados,,Fabricación de maquinaria industrial,"Zapopan, Jalisco",,Ecatepec
171,T.E.S. Ecatepec,"El Tecnológico de Estudios Superiores de Ecatepec (TESE), es un Organismo Público Descentralizado del Estado de México, ubicado en el Municipio de Eca...",,501-1000 empleados,"Av. Tecnológico s/n esq. Av. Carlos Hank González, Col. Valle de Anáhuac, Ecatepec de Morelos, Estado de México 55210, MX",Enseñanza superior,"Ecatepec de Morelos, Estado de México",55210,Ecatepec
172,"ALUPRATIC, S.A. DE C.V.",Alupratic es una empresa joven y dinámica con 22 años de experiencia en la distribución de materiales de construcción y decoración. Nos especializamos...,55 8947 0040,201-500 empleados,"Principal
Av. Solidaridad mz 12, Covadonga, , Lote 10, Chalco de Díaz Covarrubias, Méx., México, Mexico 56607 , MX, CALLE PRIMERA CALLE DE JUAN ALDAMA 72, Atlixco 74280, MX, Av. Cuauhtémoc Km 23.5, San Antonio Tlalpizahuac, Ixtapaluca, Méx., México, Mexico 56560, MX, Km. 21.5, Carr. Federal México-Texcoco 5, Tecamachalco, 56500, Los Reyes Acaquilpan, Méx., México, Mexico MX, Av. Nacional 1 Esq, Fresnos, San Cristóbal, Ecatepec de Morelos, Méx., México, Mexico 55024, MX, Av. 113 Pte., Loma Encantada, Puebla, Pue.,, Puebla 72474 , MX, Av. Tlahuicole 71, Adolfo López Mateos, Tlaxcala de Xicohténcatl, Tlaxcala 90160 , MX",Artículos de consumo,"Chalco de Díaz Covarrubias, Méx., México, Mexico",56607,Ecatepec
173,Transportaciones ZEPOL SA de CV,"Empresa establecida con unidades propias diseñada en satisfacer las necesidades de transporte, utilizando equipo moderno y personal calificado:

- FTL...",5528990854,501-1000 empleados,,Transporte terrestre en camión,"Nuevo León, Monterrey",,Ecatepec
175,BANCOPEL,"AVENIDA CENTRAL 0 SN, Ecatepec De Morelos 55240, MX",,11-50 empleados,"AVENIDA CENTRAL 0 SN, Ecatepec De Morelos 55240, MX",Banca,,55240,Ecatepec
177,Grupo Miga,"Nos dedicamos a la comercialización principalmente de marcas relojeras y artículos de lujo. 
Nos enfocamos en los canales de venta corporativos, gobie...",,11-50 empleados,"Principal
México, CDMX, México 55500, MX",Comercio al por menor de artículos de lujo y joyería,"CDMX, México",55500,Ecatepec
178,PEASA Corporativo,"Sabemos que cada uno de nuestros clientes tiene necesidades particulares, es por ello que nuestra tarea es ofrecer soluciones de seguridad a la medida...",442 241 5209,11-50 empleados,,Seguridad e investigación,"Ecatepec de Morelos, Estado de México",,Ecatepec
179,Hospital Privado Ecatepec,"Promociones
Paquetes de maternidad 
Especialidades 
Urgencias 24 horas 
Ginecología 
Pediatría",5564609745,51-200 empleados,"Principal
Sede
sur 58 mz 76 lt 34 no 35 col san agustin , no 35, San Agustín 1era sección , Ecatepec Estao de México 55130, MX",Hospitales y atención sanitaria,"San Agustín 1era sección , Ecatepec Estao de México",55130,Ecatepec
180,POS Technologies México,Somos una empresa dedicada a mejorar la experiencia de compra de los clientes de nuestros clientes. Nos enfocamos en generar soluciones integrales en ...,,11-50 empleados,"Principal
Corporativo POS Technologies México
LAZARO CARDENAS 9 MANZANA 2 LOTE 2 CASA 27, DESPACHO 1, MEXICO, ESTADO DE MEXICO 55243, MX",Servicios y consultoría de TI,"MEXICO, ESTADO DE MEXICO",55243,Ecatepec
182,JA&JA Integral Services,"Integramos Soluciones acorde a las necesidades de cada uno de nuestros socios comerciales.  

Soluciones en:

Aceros especiales:
Acero grado herramien...",5543868483,11-50 empleados,"Principal
Sede
SAN ANDRES 22, ESTADO DE MÉXICO, 55070, MX",Minería,,55070,Ecatepec
183,"LOGISTICA M&N, S.A. DE C.V.",logística,55 6553 8801,11-50 empleados,"Principal
https://www.google.com.mx/maps/place/Log%C3%ADstica+M%26N/@19.5119558,-99.0663293,15z/data=!4m5!3m4!1s0x0:0x7c89af92fa8f413!8m2!3d19.5119558!4d-99.0663293
Francisco MurguíaMz 58 Lt 31 Granjas Valle de Guadalupe, , Ecatepec 55270 Estado de México, México., Estado de México, México., Estado de México, México. 55270, MX","Transporte, logística, cadena de suministro y almacenamiento","Estado de México, México., Estado de México, México.",55270,Ecatepec
184,ISEMMYM,"AVENIDA GOBERNADOR IGNACIO PICHARDO PAGAZA, AVENIDA CAMINO A NVA. ARAGÓN 0 SN, Ecatepec De Morelos 55210, MX...",,51-200 empleados,"AVENIDA GOBERNADOR IGNACIO PICHARDO PAGAZA, AVENIDA CAMINO A NVA. ARAGÓN 0 SN, Ecatepec De Morelos 55210, MX",Consultorios médicos,,55210,Ecatepec
186,Ingeniería y Análisis Ambientales ARA,"Ingeniería y Análisis Ambientales ARA, es un Laboratorio Acreditado por EMA (Entidad Mexicana de Acreditación), aprobado por la STPS (Secretaría del T...",5557914191,51-200 empleados,"Principal
Sede
55520, ECATEPEC DE MORELOS, Méx. 55520, MX",Servicios medioambientales,"ECATEPEC DE MORELOS, Méx.",55520,Ecatepec
188,CAFETERÍA ESCOLAR,"CALLE AVENIDA GOBERNADOR LICENCIADO ISIDRO FABELA 0 DOMICILIO CONOCIDO, Ecatepec De Morelos 55339, MX...",,11-50 empleados,"CALLE AVENIDA GOBERNADOR LICENCIADO ISIDRO FABELA 0 DOMICILIO CONOCIDO, Ecatepec De Morelos 55339, MX",Servicios de alimentos y bebidas,,55339,Ecatepec
189,TRANSPORTES DE LA TORRE,En Transportes de la Torre contamos con diferentes opciones para todas sus necesidades de transporte de carga. Tanques para materiales peligrosos y no...,5557763831,501-1000 empleados,"Principal
Sede
55400, Ecatepec de Morelos, México 55400, MX","Transporte, logística, cadena de suministro y almacenamiento","Ecatepec de Morelos, México",55400,Ecatepec
192,Grupo IMEBA,"Somos una empresa 100% mexicana, consolidada y líder en el mercado con más de 30 años de experiencia....",5737-4027,51-200 empleados,"Principal
Av. Necaxa No5 Col.Constitución 1917
54190 , Tlalnepantla, México 54190, MX",Comercio al por mayor de materiales de construcción,"Tlalnepantla, México",54190,Ecatepec
234,Mercantil Corma,"A través de más de veinte años hemos aprendido a ofrecer soluciones en diferentes áreas de la industria, con un trato amable y precio justo que garant...",,11-50 empleados,"Valle del Arno #80 Col. Aragon Norte, Mexico, Ecatepec de Morelos 55280, MX",Servicios al consumidor,"Mexico, Ecatepec de Morelos",55280,Ecatepec
196,Montya • Aislamientos Térmicos y Acústicos,Somos una empresa mexicana que desde 1994 se dedica a la instalación y aprovisionamiento de materiales aislantes térmicos y acústicos. Nuestro objetiv...,+52(55)5958 3988,11-50 empleados,"Principal
Monte Sinaí 7, Jardines de Morelos, Estado de México 55070, MX",Mantenimiento de maquinaria comercial e industrial,"Jardines de Morelos, Estado de México",55070,Ecatepec
197,Grupo/Kingmaq,"Somos una empresa que se dedica a la compra y renta en equipo para construccion, contando con mas de 15 años de experinecia....",55 6578 6564,11-50 empleados,"Principal
Sede
CALLE VIRGEN DE LA ANTIGUA MZ 35 LOT 74, La Guadalupana, Estado de México 55060, MX",Comercio al por mayor de materiales de construcción,"La Guadalupana, Estado de México",55060,Ecatepec
199,Universidad San Carlos,"🎓 𝟕 𝑴𝒂𝒆𝒔𝒕𝒓𝒊́𝒂𝒔
🎓 7 𝐋𝐢𝐜𝐞𝐧𝐜𝐢𝐚𝐭𝐮𝐫𝐚𝐬 𝐲 3 𝐈𝐧𝐠𝐞𝐧𝐢𝐞𝐫𝐢́𝐚𝐬
🎓 𝐑𝐕𝐎E 𝐈𝐏𝐍 𝐘 𝐒𝐄𝐏
🎓 𝐏𝐫𝐞𝐩𝐚𝐫𝐚𝐭𝐨𝐫𝐢𝐚 𝐔𝐍𝐀𝐌 𝐲 𝐁𝐚𝐜𝐡𝐢𝐥𝐥𝐞𝐫𝐚𝐭𝐨
𝐓écnico IPN
𝑰𝒏𝒇𝒐𝒓𝒎𝒂𝒄𝒊𝒐́𝒏 𝒂𝒍 𝟓𝟕𝟕𝟎 𝟎𝟖𝟐𝟒...",55 5770 0824,201-500 empleados,"Principal
Sede
Avenida Vía Morelos 182, 182, Ecatepec de Morelos, México 55080, MX",Enseñanza superior,"Ecatepec de Morelos, México",55080,Ecatepec
200,Paneles y Plafones MG,"Somos una empresa dedicada a la distribución de materiales para la construcción ligera, como paneles y plafones modulares. Estamos seguros de la calid...",+5215534504344,11-50 empleados,"Principal
Av Acueducto de Tenayuca 131, Acueducto Tenayuca, 54150 Ciudad de México, Méx.
Av Acueducto de Tenayuca 131 Local A, Tlalnepantla de Baz, México 54150, MX, Necaxa 151, Portales Nte, Benito Juárez, 03300 Ciudad de México, CDMX
Necaxa 151, Portales Nte, Benito Juárez, Ciudad de México 03300, MX, Calz. Ticomán 213-Local B, Residencial Zacatenco, Gustavo A. Madero, 07360 Ciudad de México, CDMX
Calz. Ticomán 213-Local B, Residencial Zacatenco, Gustavo A. Madero, Ciudad de México 07360, MX, C. Copérnico 21, Verónica Anzúres, Miguel Hidalgo, 06500 Ciudad de México, CDMX
C. Copérnico 21, Verónica Anzúres, Miguel Hidalgo, Ciudad de México 06500, MX, C. Joaquín Velázquez de León 76, San Rafael, Cuauhtémoc, 06470 Ciudad de México, CDMX
Calle Joaquín Velázquez de León 76, Colonia San Rafael, Mexico City 06470, MX, Av. Vía Morelos 609-A, Cuauhtemoc Xalostoc, 55510 Ecatepec de Morelos, Méx.
Av. Vía Morelos 609-A, Cuauhtemoc Xalostoc, Ecatepec de Morelos, México 55510, MX, Av. Vía Morelos 609-A, Cuauhtemoc Xalostoc, 55510 Ecatepec de Morelos, Méx.
Av. Vía Morelos 609-A, Cuauhtemoc Xalostoc, Ecatepec de Morelos, México 55510, MX, Juan Sarabia, #12 Col. San Juan Ixhuatepec, Tlalnepantla de Baz
Calle Juan Sarabia, 12, Tlalnepantla de Baz, México 54180, MX",Comercio al por mayor de materiales de construcción,"Tlalnepantla de Baz, México",54150,Ecatepec
203,CASA DE GOBIERNO ESTADO DE MÉXICO,"CALLE DEL SOL NORTE 26, Ecatepec De Morelos 55000, MX",,51-200 empleados,"CALLE DEL SOL NORTE 26, Ecatepec De Morelos 55000, MX",Administración pública,,55000,Ecatepec
204,Thermology Validation & Calibration,"Thermology Validation & Calibration, es una empresa mexicana consolidada en el 2016  con la finalidad de ofrecer un servicio de excelencia en el mante...",5555107954,11-50 empleados,"Principal
TCO160112654
PATAGONIA, LAS AMERICAS III, ECATEPEC DE MORELOS, EDO. DE MEXICO 55076, MX",Servicios de investigación,"ECATEPEC DE MORELOS, EDO. DE MEXICO",55076,Ecatepec
205,PYTSA,"CALLE C. 2 10, Ecatepec De Morelos 55340, MX",,201-500 empleados,"CALLE C. 2 10, Ecatepec De Morelos 55340, MX",Fabricación de maquinaria,,55340,Ecatepec
206,Repro 3:16,"Somos expertos en Impresión Digital, Serigrafía de Gran Formato, Rotulación Vehicular; Calidad Certificada bajo la Norma Internacional ISO 9001:2015....",5555695676,11-50 empleados,"Principal
Sede
Mariano Abasolo 47, Col. La Urbana, Ecatepec, Estado de México, 54190, MX",Servicios de impresión,,54190,Ecatepec
210,Bowtec S.A. de C.V.,Sabemos lo importante que es actualizarse día a día por ello te brindamos la asesoría completa para que puedas cumplir con tus obligaciones requeridas...,5529061164,11-50 empleados,"Principal
Sede
55170, Adolfo López Mateos 75, Ecatepec de Morelos, México 55170, MX",Consultoría y servicios a empresas,"Ecatepec de Morelos, México",55170,Ecatepec
211,Open Consulting Lab HR,"¿Quiénes somos?
Somos una consultoría, dedicada a las pruebas de prevención de la salud sumadas a las pruebas de control y confianza dentro de la rama...",5559356817,11-50 empleados,"Principal
Sede
México, México 55120, MX",Recursos humanos,"México, México",55120,Ecatepec
212,Grupo Pronepack,"Una empresa concentrada en crear el empaque ideal para tu producto, especializados en malla plástica....",5589720666,11-50 empleados,"Principal
https://www.google.com/maps/place/Grupo+PromoPack/@19.6224005,-99.0714426,15z/data=!4m6!3m5!1s0x85d1f12d02555e59:0xf1762500823a5890!8m2!3d19.6224005!4d-99.0714426!16s%2Fg%2F11rd27v6xv?entry=ttu
Privada Nacional, 2 y 4, Ecatepec de Morelos, México 55010, MX",Comercio al por mayor,"Ecatepec de Morelos, México",55010,Ecatepec
213,"SANTANDER DE MEXICO, S.A. DE C.V.","CALLE BENITO JUÁREZ 59, Ecatepec De Morelos 55349, MX",,11-50 empleados,"CALLE BENITO JUÁREZ 59, Ecatepec De Morelos 55349, MX",Banca,,55349,Ecatepec
214,PROINT,"Fundada en el año de 1993.


Somos una empresa, cuyo objetivo principal es comercializar materias primas para diversos sectores industriales entre ell...",55-5746-9445,11-50 empleados,,Fabricación de maquinaria industrial,"ECATEPEC, ESTADO DE MÉXICO",,Ecatepec
215,IQUISA SANTA CLARA SA DE CV,"CALLE FEDERAL LIBRE 85 MÉXICO-LAREDO KILÓMETRO 16+500, Ecatepec De Morelos 55540, MX",,51-200 empleados,"CALLE FEDERAL LIBRE 85 MÉXICO-LAREDO KILÓMETRO 16+500, Ecatepec De Morelos 55540, MX",Fabricación de productos químicos,,55540,Ecatepec
219,GRUPO EDUCATIVO IMEI,"CALLE 5 DE SEPTIEMBRE 0 SN, Ecatepec De Morelos 55070, MX",,51-200 empleados,"CALLE 5 DE SEPTIEMBRE 0 SN, Ecatepec De Morelos 55070, MX",Educación primaria y secundaria,,55070,Ecatepec
220,amarelo mexico,"Venta de Todo Tipo De Maquinaria Pesda Los Mejores Precios Del Mercado Envios a Toda La Republica Mexicana Sin Costo Adicional Politicas

En Amarelo, ...",,51-200 empleados,"Principal
Amarelo power
Km. 2.8, Carr. Federal Pachuca - Mexico , La Laguna,, galpon numero 10, mexico, estado de mexico 54190, MX",Fabricación de maquinaria,"mexico, estado de mexico",54190,Ecatepec
221,SMARTdental,"SMARTdental es una clínica de especialidades dentales, que tiene por objetivo la atención integral basada en el trabajo en equipo de Odontólogos desta...",,11-50 empleados,"Principal
Av. Libertadores de América Mz6 Lt5 fracc. Las Américas, Ecatepec de Morelos , Av. 527 #79 Unidad Aragón 1a secc. Del. Gustavo A. Madero , Ecatepec de Morelos , México 55070, MX",Consultorios médicos,"Ecatepec de Morelos , México",55070,Ecatepec
222,American Specialized Textiles,"Founded in 1941, American Specialized Textiles is a leading manufacturer of knitted textiles in Mexico, combining heritage with technology to produce ...",,201-500 empleados,"Ecatepec de Morelos, México MX",Fabricación de productos textiles,"Ecatepec de Morelos, México",,Ecatepec
224,VERDIN´S GENERAL REACTION S.A DE C.V,"Somos una compañía mexicana dedicada a la comercialización, investigación, desarrollo de productos para los mercados clínico, control de calidad, farm...",5524691837,11-50 empleados,"Principal
ESTADO DE MÉXICO
55070, ECATEPEC DE MORELOS, ESTADO DE MÉXICO 55070, MX","Transporte, logística, cadena de suministro y almacenamiento","ECATEPEC DE MORELOS, ESTADO DE MÉXICO",55070,Ecatepec
226,"AUTOTRANSPORTES SAN PEDRO SANTA CLARA KM. 20, S.A. DE C.V.","CALLE ADOLFO LÓPEZ MATEOS 653 0, Ecatepec De Morelos 55540, MX",,51-200 empleados,"CALLE ADOLFO LÓPEZ MATEOS 653 0, Ecatepec De Morelos 55540, MX",Transporte terrestre en camión,,55540,Ecatepec
227,ENVASES PLÁSTICOS NGI,"Somos una empresa líder en la fabricación de envases de polietileno de alta densidad, especializada en ofrecer soluciones para la industria deportiva ...",5588113731,11-50 empleados,"Principal
Sede
Ciudad de México, Estado de México 55280, MX",Fabricación de envases y embalajes,"Ciudad de México, Estado de México",55280,Ecatepec
229,Consultora en Sistemas de productividad Y SAP PM,Somos una empresa líder en el ramo de TI enfocados  en el desarrollo de soluciones Tecnológicas que permiten a nuestros clientes incrementar de manera...,,51-200 empleados,"Principal
Sede
Camelia 8, jardines del tepeyac , ECATEPEC, Mexico 55220, MX",Desarrollo de software,"ECATEPEC, Mexico",55220,Ecatepec
230,SILAMEDIC COMERCIALIZADORA SA DE CV,"Silamedic comercializadora S.A. de C.V. es una empresa 100% mexicana creada con el objetivo de proporcionar servicios relacionados a la compra venta, ...",,11-50 empleados,"Principal
Corporativo
Cuba 29 A, Las Americas, Ecatepec, Mexico 55070, MX, Green Grass Zona Rosa
Genova 33A, Col. Juarez, Zona Rosa, Mexico, Df 06600, MX, Boy's Factory
Plaza Lindavista PA, Av. Montevideo esq Politecnico, México, DF MX, Green Grass Forum Tlaquepaque
Blvd. Marcelino García Barragán 2077 y 2377, FC 05 Centro Comercial Fórum, Col. Prados del Nilo, Guadalajara, Jalisco MX, Boy's Factory
Av 10 N entre la 6 y la 8, Centro de Playa, Playa del Carmen, Quintana Roo MX",Comercio al por mayor,"Ecatepec, Mexico",55070,Ecatepec
231,X-Chem S.a de C.v,"X-CHEM es una empresa orientada a brindar a sus clientes productos químicos de excelente calidad, con el respaldo de proveedores reconocidos, comprome...",5557690085,51-200 empleados,"Principal
Sede
55120, Cuauhtémoc #21 , ECATEPEC DE MOR, MEXICO 55349, MX",Fabricación de productos químicos,"ECATEPEC DE MOR, MEXICO",55120,Ecatepec
232,Grupo De La Rosa,"Más de 55 años dando servicio como mayorista de las principales marcas de autopartes en México.
Grupo De La Rosa está conformado por las empresas Adel...",5546187087,201-500 empleados,"Principal
Matriz
Estado de México, México 54190, MX",Comercio al por menor,"Estado de México, México",54190,Ecatepec
239,TALLER DE CORTE TEXTIL,"CALLE GOBERNADOR J.L. SOLORSANO 24 MZ 92, Ecatepec De Morelos 55270, MX",,11-50 empleados,"CALLE GOBERNADOR J.L. SOLORSANO 24 MZ 92, Ecatepec De Morelos 55270, MX",Fabricación de productos textiles,,55270,Ecatepec
241,Comercial y Transporte Gas Natural Comprimido,"Como profesionales del sector, hemos liderado y gestionado con éxito proyectos de Gas Natural Comprimido, brindando soluciones energéticas limpias y e...",,51-200 empleados,"Principal
Planta
Cerrada, Calz. de la Viga sn, Ex Rancho Jajalpa, 55090 Ecatepec de Morelos, Planta , Estado de México, Ecatepec de Morelos 55090, MX",Distribución de gas natural,"Estado de México, Ecatepec de Morelos",55090,Ecatepec
242,Herrajes Azteca,"Distribuidora de herrajes para vidrio templado y aluminio arquitectónico. Venta de láminas de policarbonatos, láminas de acrílico, silicones y sellado...",5521148055,11-50 empleados,,Comercio al por mayor de materiales de construcción,"Ciudad Azteca, México",,Ecatepec
245,MUELLES UNIVERSAL DIVISIÓN NORTE SA DE CV,"CALLE MÉXICO-PACHUCA 1, Tlalnepantla 54190, MX",,51-200 empleados,"CALLE MÉXICO-PACHUCA 1, Tlalnepantla 54190, MX",Sector automovilístico,,54190,Ecatepec
246,TECNOLÓGICO,"CALLE INSURGENTES 0 SN, Ecatepec De Morelos 55020, MX",,201-500 empleados,"CALLE INSURGENTES 0 SN, Ecatepec De Morelos 55020, MX",Enseñanza superior,,55020,Ecatepec
247,"TRANSPORTES ESPECIALIZADOS ANTONIO DE LA TORRE E HIJOS, S.A. DE C.V.","CALLE VERACRUZ 206 0, Ecatepec De Morelos 55400, MX",,201-500 empleados,"CALLE VERACRUZ 206 0, Ecatepec De Morelos 55400, MX",Transporte de mercancías y paquetes,,55400,Ecatepec
248,TINTAS GRAFI COLOR SA DE CV,"Tintas Graficolor, líder innovador en el mundo de las artes gráficas, especializada en la creación de tintas, barnices y lacas de alta calidad. Con dé...",55 5699 2040,51-200 empleados,"Principal
Estado de México
Acero 12, Industrial Esfuerzo Nal, 12, Ecatepec de Morelos, Mexico 55320, MX, CALLE ACERO 12, Ecatepec De Morelos 55320, MX",Fabricación de productos químicos,"Ecatepec de Morelos, Mexico",55320,Ecatepec
249,AF Logística,"Somos una empresa con más de 30 años de experiencia en la implementación de soluciones en sistemas personalizados de almacenamiento y logística, a un ...",5543804363,11-50 empleados,"Principal
Sede
Perico Mz 4, Lt. 5 S/N, Colonia Granjas Populares, Ecatepec, Edo.de México 55100, MX","Transporte, logística, cadena de suministro y almacenamiento","Ecatepec, Edo.de México",55100,Ecatepec
250,"BLOWERS AND PRODUCTS DE MEXICO, S.A. DE C.V.","Empresa dedicada a la venta y distribución de las principales marcas a nivel mundial fabricante de sopladores, sistemas de pretratamiento de aguas res...",,11-50 empleados,"Oficinas Generales
Uruguay 46 lt 17 mz 69, Col. Jardines de Cerro Gordo, Ecatepec, Estado de Mexico 55100, MX, Taller de servicio Postventa
Bolivia mz. 72 lt 13, Col. Jardines de Cerro Gordo, Ecatepec, Estado de Mexico 55100, MX",Servicios medioambientales,"Ecatepec, Estado de Mexico",55100,Ecatepec
252,EDYMEI S.A. DE C.V.,Somos una empresa mexicana dedicada a crear soluciones para satisfacer las necesidades de nuestros clientes y prospectos en relación a la impresión di...,5576663259,11-50 empleados,"Principal
Sede
2da Cerrada de Romero, Mz. 2, Lt. 15, Ecatepec, Estado de México 55400, MX",Comercio al por menor de equipos de oficina,"Ecatepec, Estado de México",55400,Ecatepec
253,MUNICIPIO DE TLALNEPANTLA,"CALLE ZACATECAS 6, Tlalnepantla 54190, MX",,11-50 empleados,"CALLE ZACATECAS 6, Tlalnepantla 54190, MX",Gestión de inversiones,,54190,Ecatepec
254,Panaderias Asociadas,Panificadoras Asociadas (Indupan) una panificadora industrial con más de 70 años de experiencia en el sector de Alimentos en El Valle de Mexico. Nos d...,5553567883,201-500 empleados,"Principal
Headquarters
Avenida Río Consulado 265, Azcapotzalco, Mexico City 02980, MX, San Carlos
Avenida Oriente 12 No 24, Ecatepec, Edo de Mexico 55080, MX",Fabricación de productos horneados,"Azcapotzalco, Mexico City",02980,Ecatepec
255,Century 21 CyH,Siente la confianza de comprar o promover tu inmueble con nosotros. Cuenta con los mejores profesionales inmobiliarios para dar atención a tus necesid...,,11-50 empleados,"Principal
Sede
55120, Ecatepec de Morelos, México 55210, MX",Bienes inmuebles,"Ecatepec de Morelos, México",55120,Ecatepec
256,COLEGIO FRIDA KAHLO,"CALLE AMAPOLAS 10 MANZANA 3, Ecatepec De Morelos 55140, MX",,51-200 empleados,"CALLE AMAPOLAS 10 MANZANA 3, Ecatepec De Morelos 55140, MX",Educación primaria y secundaria,,55140,Ecatepec
257,MEES Señalización e Imagen,"Somos especialistas en señalización e imagen corporativa para estaciones de servicio, gasolineras y gaseras con más de 20 años de experiencia en el se...",5543335746,11-50 empleados,"Principal
Principal
Sonora Lt. 23 Mz. 215, Col. Sta. Ma. Tulpetlac, Ecatepec, México 55400, MX",Petróleo y gas,"Ecatepec, México",55400,Ecatepec
259,ETICOBAR,"Producimos etiquetas para la industria alimenticia, farmacéutica, laboratorios médicos, automotriz, productos industriales, vinos y licores etc.

Co...",5512313503,11-50 empleados,"Principal
Sede
Ecatepec de Morelos , Estado de México 55138, MX",Servicios de impresión,"Ecatepec de Morelos , Estado de México",55138,Ecatepec
260,Maquinados Industriales Especiales DURI,"En 2007, M. Duarte tenía la visión de un Empresa de ingeniería mecánica que aportaría la innovación que ninguna otra compañía había aportado antes. Es...",56999189,11-50 empleados,"Principal
Pirámides 3, San Pedro Xalostoc, Ecatepec, México 55310, MX",Fabricación de maquinaria industrial,"Ecatepec, México",55310,Ecatepec
261,MECLEMSA,"En MECLEMSA, nos especializamos dese 1974 en el granallado, una técnica fundamental para lograr superficies limpias, preparadas y de alta calidad. El ...",+52 55 5569 6278,11-50 empleados,"Principal
Sede
Guadalajara 27, Col. Constitución de 1917, Tlalnepantla, Estado de México 54190, MX",Fabricación de maquinaria,"Tlalnepantla, Estado de México",54190,Ecatepec
263,Laboratorio Zhiyao S.A de C.V,Somos un Laboratorio de Fabricación de productos para el parea cosmética y suplementos. Avalados por la autoridad sanitaria para la fabricación de los...,5543425349,51-200 empleados,"Principal
Sede
Gasoducto 97 Col.San Pedro Xalostoc, Mexico, Estado de Mexico 55310, MX",Fabricación de productos de cuidado personal,"Mexico, Estado de Mexico",55310,Ecatepec
264,RECTIFICADORA,"CALLE PLUTARCO ELÍAS CALLES 19 LT 33 MZ, Ecatepec De Morelos 55230, MX",,11-50 empleados,"CALLE PLUTARCO ELÍAS CALLES 19 LT 33 MZ, Ecatepec De Morelos 55230, MX",Servicios para el individuo y la familia,,55230,Ecatepec
265,ESCUELA LAS AMERICAS,"AVENIDA JORGE JIMÉNEZ CANTÚ 0 DOMICILIO CONOCIDO, Ecatepec De Morelos 55339, MX",,51-200 empleados,"AVENIDA JORGE JIMÉNEZ CANTÚ 0 DOMICILIO CONOCIDO, Ecatepec De Morelos 55339, MX",Educación primaria y secundaria,,55339,Ecatepec
266,Kisson,"Somos una empresa 100% mexicana, iniciando operaciones en 1967 en Ecatepec de Morelos, Estado de México. A lo largo del tiempo hemos llegado a diseñar...",5557559948,201-500 empleados,"Principal
Fábrica
Avenida Vicente Lombardo Toledano 45, Ecatepec de Morelos, México 55540, MX","Fabricación de productos de vidrio, cerámica y cemento","Ecatepec de Morelos, México",55540,Ecatepec
269,OLMOSPACK,"Avenida Nicolás Bravo, No 50 , Ecatepec de Morelos, México 55070, MX",,11-50 empleados,"Principal
Sede principal
Avenida Nicolás Bravo, No 50 , Ecatepec de Morelos, México 55070, MX",Fabricación de productos de plástico,"Ecatepec de Morelos, México",55070,Ecatepec
270,SUDELIM S.A DE C.V.,"Fabricante de peróxidos orgánicos, blanqueadores de harina, aditivos para pinturas, pigmentos empastados, detergentes....",,51-200 empleados,"Principal
Francisco Villa S/N, San Francisco Xal, 55330 Ecatepec de Morelos, Méx, Ecatepec de Morelos, Mexico 55330, MX",Fabricación de productos químicos,"Ecatepec de Morelos, Mexico",55330,Ecatepec
271,CartonPlast,"Somos fabricantes en México de materiales alveolares (corrugados) y sólidos a base de polímeros como polipropileno y polietileno en lámina, estando es...",+525569630687,201-500 empleados,"Principal
Sede
Calle Carlos B. Zetina 20b, Industrial Xalostoc, México 55348, MX",Fabricación de productos de plástico,"Industrial Xalostoc, México",55348,Ecatepec
272,CRISTALES INASTILLABLES DE MEXICO SA DE CV,"CALLE AVENIDA CENTRAL 101, Ecatepec De Morelos 55320, MX",,51-200 empleados,"CALLE AVENIDA CENTRAL 101, Ecatepec De Morelos 55320, MX",Recursos humanos,,55320,Ecatepec
274,Rock & Stone Decorativos,"Somos una empresa mexicana dedicada a la fabricación de piedra aparente prefabricada a base de concreto ligero para recubrir muros, ideal para decorac...",26447793,11-50 empleados,"Principal
Matriz
55010, 56, ECATEPEC, Estado de México 55010, MX",Arquitectura y planificación,"ECATEPEC, Estado de México",55010,Ecatepec
