id ×,Nombre ×,Resumen ×,Telefono ×,Tamano ×,Ubicacion ×,Sector ×,Sede ×,Codigo_postal ×,Ciudad ×
83,CBTis No. 29,"Escuela de nivel medio superior tecnológico perteneciente a la Dirección General de Educación Tecnológica Industrial.

Misión:

Formar ciudadanos con ...",,51-200 empleados,"Principal
Av. Insurgentes s/n, Col. Ejidal Emiliano Zapata, Ecatepec de Morelos, Estado de México 55020, MX",Gestión educativa,"Ecatepec de Morelos, Estado de México",55020,Ecatepec
86,Kenworth DAF CDMX,"Concesionaria de TractoCamiones, Taller de Servicio y Refacciones. Perteneciente a Grupo Altum.",559 133 6122,51-200 empleados,"Principal
Sede
Autopista México-Querétaro, Tlacateco, Tepotzotlán , Estado de México, 54605, MX, Sucursal Reyes Heroles
Avenida Jesús Reyes Heroles, Hab Valle Ceylan, Tlalnepantla de Baz, Estado de México, 54150, MX, Sucursal TRP Ecatepec
Lechería - Texcoco, Heroes Ecatepec 5ta Secc, Ecatepec de Morelos, Estado de México, 55069, MX, Sucursal Cedis-Taller
Mariano Matamoros, Boulevard S/N, Tlacateco, Tepotzotlán, Estado de México , 54605, MX",Transporte terrestre en camión,,54605,Ecatepec
87,SOLECAP,"Somos una empresa en brindar la solución de cualquier Mantenimiento que se requiera en su Corporativo, Bodega, Oficina o Planta Productiva...",+525580401243,51-200 empleados,"Principal
Sede
Calle Santa Clara, Ecatepec de Morelos, México 55540, MX",Servicios de instalaciones,"Ecatepec de Morelos, México",55540,Ecatepec
88,"APSA (Acabados de Papeles Satinados y Absorbentes, S.A. de C.V.)","EMPRESA LÍDER EN EL MERCADO PAPELERO DEDICADA A LA VENTA DE PAPEL AL MAYOREO.

Ofrecemos productos de papel, empaque y embalaje; enfocados en la trans...",5557798000,201-500 empleados,"Principal
Sede
Vía José María Morelos, 176, Col. Nuevo Laredo, Ecatepec de Morelos, Estado de México 55080, MX",Productos de papel y forestales,"Col. Nuevo Laredo, Ecatepec de Morelos, Estado de México",55080,Ecatepec
358,Confort Elegance,Manufacture import and export of sanitary ware in vitreous china for the bathroom. We focus in low income goods mainly for the internal market and imp...,,201-500 empleados,"Principal
Insurgentes Sur 105 piso 14, Mexico, DF 55540, MX",Importación y exportación al por mayor,"Mexico, DF",55540,Ecatepec
95,AHJ ENDE,"Misión
Somos una empresa mexicana dedicada a desarrollar una cultura empresarial dirigida a la sociedad en general, a través de modalidades de educaci...",5512903626,201-500 empleados,,Formación profesional y coaching,"Ecatepec de Morelos, México",,Ecatepec
102,"DISEÑOS DE MUEBLES ANFFER, S.A. DE C.V. (SALAS)","CALLE CARLOS B. ZETINA 0 SN, Ecatepec De Morelos 55340, MX",,201-500 empleados,"CALLE CARLOS B. ZETINA 0 SN, Ecatepec De Morelos 55340, MX",Fabricación de muebles y artículos para el hogar,,55340,Ecatepec
104,Instituto Americano Cultural,"Instituto educativo avalado por más de 50 años.
Preescolar, Primaria, Secundaria, Preparatoria, Licenciaturas, Maestrías, Doctorados, Especialidades y...",5557703995,201-500 empleados,"Principal
Sede
Calle San José, Instituto , Ecatepec de Morelos, México 55090, MX",Educación,"Ecatepec de Morelos, México",55090,Ecatepec
105,Grupo ATN,"Grupo ATN es una empresa productora, manufacturera y comercializadora, con capital 100% mexicano. 

Nos respaldan más de 20 años de experiencia en la ...",8183842211,51-200 empleados,"Principal
Avenida Guerrero 4000, 64500 Del Norte, Monterrey, Monterrey, Nuevo León 64500, MX, Nicolás Bravo No.68 Col. Urbana Ixhuatepec, Ecatepec, Estado de México MX",Construcción,"Monterrey, Nuevo León",64500,Ecatepec
111,Diamond Glass Mx,"Empresa líder en su sector y 100% mexicana que ofrece desde el año 2002 la fabricación, desarrollo y comercialización de vidrios blindados y de alta s...",,51-200 empleados,"Principal
Calz. de la Viga #219 Col. San José Jalapa , Estado de México , Ecatepec / Estado de México 55090, MX","Transporte, logística, cadena de suministro y almacenamiento","Estado de México , Ecatepec / Estado de México",55090,Ecatepec
114,Maquinaria Intertorito,"Únete a la familia Intertorito y creemos grandes experiencias dentro de una relación a base de confianza, en donde tendrás un equipo de expertos a tu ...",+525559474015,51-200 empleados,"Principal
Estado de México
Tlalnepantla de Baz, Estado de México 54190, MX","Fabricación de maquinaria para minería, construcción y agricultura","Tlalnepantla de Baz, Estado de México",54190,Ecatepec
116,Delman Internacional,"Somos una empresa líder en el mercado papelero con más de 20 años de experiencia en nuestro sector.

Distribuimos papeles y cartones de marcas naciona...",3004-1076,51-200 empleados,"Principal
Delman Internacional
Xicotencatl 11, Xalostoc, Ecatepec de Morelos, Estado de México 55320, MX",Fabricación de papel y productos forestales,"Ecatepec de Morelos, Estado de México",55320,Ecatepec
117,Tarimera El Rayo,"Somos una empresa orgullosamente mexicana, con más de 80 años de experiencia en la industria maderera y más de 25 años especializados en la fabricació...",,51-200 empleados,"Principal
Sede
Calle Miguel Hidalgo 96, Zona Industrial Santa Clara, México 55349, MX",Fabricación de envases y embalajes,"Zona Industrial Santa Clara, México",55349,Ecatepec
119,Fauno Studio,Somos un Studio con más de 15 años de trayectoria que reúne un equipo de profesionales creativos y talentosos comprometidos con la calidad dedicados a...,55 8947 6992,51-200 empleados,"Principal
https://goo.gl/maps/XRBExScuVXRUSo2p8
lazaro cardenas 618 , guadaluoe victoria, Estado de México 55010, MX",Construcción,"guadaluoe victoria, Estado de México",55010,Ecatepec
120,IMPRESORA SILVAFORM SA DE CV,"Calle Cinco No.155 Colonia Rustica Xalostoc, Ecatepec de Morelos, Mexico, Estado de México 55340, MX",,51-200 empleados,"Principal
https://goo.gl/maps/Wqjn9QqoCJE2
Calle Cinco No.155 Colonia Rustica Xalostoc, Ecatepec de Morelos, Mexico, Estado de México 55340, MX",Servicios de impresión,"Mexico, Estado de México",55340,Ecatepec
121,Café La Negrita,"Somos una empresa especializada en el servicio, capacitación y distribución en todos los productos relacionados al café; nuestro principal objetivo es...",,51-200 empleados,,Servicios de alimentos y bebidas,"Tijuana, Baja California",,Ecatepec
125,Persianas Solaris,"En Solaris estamos comprometidos desde hace más de 15 años con acompañarte a descubrir todo el potencial de tus espacios, innovamos pensando siempre e...",5551168851,51-200 empleados,"Principal
Sede
Calle Lázaro Cárdenas #9, Colonia Centro, Ecatepec de Morelos, Estado de México 55000, MX",Comercio al por menor de prendas de vestir y moda,"Ecatepec de Morelos, Estado de México",55000,Ecatepec
129,MICRO ABRASIVOS SA DE CV,"MICRO ABRASIVOS SA DE CV is an Abrasive producer in Mexico of Silicon Carbide, Brown Aluminum Oxide and Boron Carbide....",525591977495,51-200 empleados,"Principal
Calle 4 No. 23-A Xalostoc, Xalostoc, Ecatepec De Morelos 55340, MX",Fabricación de productos químicos,"Xalostoc, Ecatepec De Morelos",55340,Ecatepec
135,Ferrovisa S.A de C.V.,"Con la mayor variedad de productos de acero industrial, estructural y construcción en un mismo lugar.

Contamos con más de 60 años en el mercado que n...",56990700,201-500 empleados,"Principal
Calle 2, #10, Ecatepec de Morelos, México 55540, MX",Minería,"Ecatepec de Morelos, México",55540,Ecatepec
137,Duro 3,"DURO 3, es la solución integral para tu estacionamiento
REPARA, REVITALIZA Y EMBELLECE.",5556992900,51-200 empleados,"Principal
Sede
Hierro 9, A, Ecatepec de Morelos, México 55310, MX",Reparación y mantenimiento,"Ecatepec de Morelos, México",55310,Ecatepec
138,Frimax MX,"En Frimax Carrocerías, somos líderes en la fabricación de carrocerías y soluciones de transporte refrigerado y seco. Nos dedicamos a ofrecer productos...",3318453364,51-200 empleados,"Principal
Sede
45615, Guadalajara , MX, Parque Industrial Coacalco Bodega no. 4 Calle Universidad Hispanoamericana, cruce con Calle San Carlos S/N C.P. 55018 Ecatepec de Morelos, México.
Ecatepec de Morelos, Estado de México 55018, MX, Parque Industrial Gaia, SM-309 MZA-13 L-1A Bodega 28 KM-9 Carretera Cancún-Aeropuerto C.P. 77560 Cancún, Quintana Roo
Cancún, Quintana Roo 77560 , MX","Transporte, logística, cadena de suministro y almacenamiento",,45615,Ecatepec
139,DTM Diesel Internacional S.A de C.V.,"DTM DIESEL INTERNACIONAL, S.A. DE C.V. empresa 100% mexicana comprometida a trabajar para la satisfacción del cliente; se ha mantenido dentro del merc...",01(55) 593 885 70,51-200 empleados,,Comercio al por mayor,"Ecatepec, Estado de México",,Ecatepec
140,Grupo RADCONSA,Ex,5571117760,51-200 empleados,,Fabricación de maquinaria industrial,"Ecatepec, estado de mexico, Estado de México",,Ecatepec
144,Fuego Envasado,"Desde 1976 nos especializamos en la producción y comercialización de soluciones portátiles de calentamiento para la industria privada, hotelera y rest...",,51-200 empleados,"Principal
Alumino No. 7, Esfuerzo Nacional.
Ecatepec de Morelos , México 55320, MX, MX",Fabricación de productos químicos,"Ecatepec de Morelos , México",55320,Ecatepec
153,Fullfitment,"Fullfitment compañía especializada en servicios y tecnologías para la consultora estratégica de análisis y gestión de datos, que ayuda a las empresas ...",,51-200 empleados,"Principal
Sede
Avenida López Portillo, Ecatepec de Morelos, 55027, MX",Servicios de datos de sistemas de TI,,55027,Ecatepec
156,JRS México - Nutrición Animal,"JRS México ofrece innovadores concentrados de fibra cruda, celulosa, lignocelulosa para todas las especies de animales.
(Porcicultura, ganadería, avic...",,51-200 empleados,"Principal
Sede
Vía Morelos, San Miguel Xalostoc, México 55349, MX",Ganadería,"San Miguel Xalostoc, México",55349,Ecatepec
158,Gabriel Bayón,"Fundada en 1918, Bayón cumple casi 100 años dedicada a la importación y distribución de textiles en México.

Bayón es una de las empresas líder del se...",,201-500 empleados,"Principal
Oficinas Centrales
Rosa Blanca 38, Alfonso XIII, Distrito Federal 01460, MX, Bayón Villa Coapa
Canal de Miramontes 3253, Ciudad de México, Ciudad de México 14300, MX, Bayón San Angel
Avenida Revolución 30 esquina Río Cuahutemoc, Ciudad de México, Ciudad de México 01000, MX, Bayón Lindavista
Avenida Montevideo 303, Lindavista Sur, Ciudad de México, Ciudad de México 07300 , MX, Bayón Centro
Venustiano Carranza 95, Centro, Ciudad de México, Ciudad de México 06000, MX, Bayón Cuajimalpa
José Ma Castorena 470, Ciudad de México, Distrito Federal 05000, MX, Bayón Tepeyac
Calzada de Guadalupe 431, Guadalupe Tepeyac, Distrito Federal 07840, MX, Bayón Prado Norte
Avenida Prado Norte 315, Lomas de Chapultepec, Distrito Federal 11000, MX, Bayón Izcalli
Temoaya 16, centro Urbano, Cuatitlán Izcalli, Estado de México 54700, MX, Bayón Aragón
Avenida Carlos Hank González 120, Ecatepec de Morelos, Estado de México 55140, MX, Bayón Interlomas
Parque de Granada 49, Boulevard Magnocentro, Huixquilucan, Estado de México 52778, MX, Bayón Texcoco
Benito Juárez Sur 218, Centro, Texcoco de Mora, Estado de México 56100, MX, Bayón Pachuca
Avenida Revolución 1307, Periodistas, Pachuca, Hidalgo 42060, MX, Bayón San Juan del Rio
Hidalgo 62-B, Centro, San Juan del Rio, Querétaro 76800 , MX, Bayón Queretaro Constituyentes
Avenida de los Constituyentes Poniente 138, Santiago de Querétato, Querétaro 7600, MX, Bayón Juriquilla
Boulevard Universitario 560, Fracc Provincia Juriquilla, Querétaro Arteaga 76230, MX, Bayón Querétaro Boulevares
Prolongación Corregidora Norte 294, Plaza Boulevares, Querétaro Arteaga 76169, MX",Fabricación de productos textiles,"Alfonso XIII, Distrito Federal",01460,Ecatepec
161,CUBETAS Y BAÑOS SA DE CV,"CALLE AVENIDA CENTRAL 100 SN, Ecatepec De Morelos 55310, MX",,201-500 empleados,"CALLE AVENIDA CENTRAL 100 SN, Ecatepec De Morelos 55310, MX",Fabricación de productos de plástico,,55310,Ecatepec
163,Proymsa,"Proymsa es una empresa que ofrece soluciones y servicios para la fabricación de piezas metal mecánicas, desarrollando proyectos de alto requerimiento ...",,51-200 empleados,"Principal
Proymsa Mexico
Calle Cañada 9, Santa Águeda, México 55025, MX",Fabricación de maquinaria industrial,"Santa Águeda, México",55025,Ecatepec
164,"Sellados Técnicos de México, S.A. de C.V.",Somos una empresa dedicada al servicio de maquila y acondicionamiento en empaques primarios y secundarios principalmente para la industria Químico Far...,5557551534,51-200 empleados,"Principal
Calle Canal del Risco No. 21, Ecatepec de Morelos, México 55340, MX",Fabricación de productos farmacéuticos,"Ecatepec de Morelos, México",55340,Ecatepec
167,SAPASE ECATEPEC,"CALLE PALMAS 38, Ecatepec De Morelos 55030, MX",,201-500 empleados,"CALLE PALMAS 38, Ecatepec De Morelos 55030, MX",Servicios públicos,,55030,Ecatepec
172,"ALUPRATIC, S.A. DE C.V.",Alupratic es una empresa joven y dinámica con 22 años de experiencia en la distribución de materiales de construcción y decoración. Nos especializamos...,55 8947 0040,201-500 empleados,"Principal
Av. Solidaridad mz 12, Covadonga, , Lote 10, Chalco de Díaz Covarrubias, Méx., México, Mexico 56607 , MX, CALLE PRIMERA CALLE DE JUAN ALDAMA 72, Atlixco 74280, MX, Av. Cuauhtémoc Km 23.5, San Antonio Tlalpizahuac, Ixtapaluca, Méx., México, Mexico 56560, MX, Km. 21.5, Carr. Federal México-Texcoco 5, Tecamachalco, 56500, Los Reyes Acaquilpan, Méx., México, Mexico MX, Av. Nacional 1 Esq, Fresnos, San Cristóbal, Ecatepec de Morelos, Méx., México, Mexico 55024, MX, Av. 113 Pte., Loma Encantada, Puebla, Pue.,, Puebla 72474 , MX, Av. Tlahuicole 71, Adolfo López Mateos, Tlaxcala de Xicohténcatl, Tlaxcala 90160 , MX",Artículos de consumo,"Chalco de Díaz Covarrubias, Méx., México, Mexico",56607,Ecatepec
179,Hospital Privado Ecatepec,"Promociones
Paquetes de maternidad 
Especialidades 
Urgencias 24 horas 
Ginecología 
Pediatría",5564609745,51-200 empleados,"Principal
Sede
sur 58 mz 76 lt 34 no 35 col san agustin , no 35, San Agustín 1era sección , Ecatepec Estao de México 55130, MX",Hospitales y atención sanitaria,"San Agustín 1era sección , Ecatepec Estao de México",55130,Ecatepec
184,ISEMMYM,"AVENIDA GOBERNADOR IGNACIO PICHARDO PAGAZA, AVENIDA CAMINO A NVA. ARAGÓN 0 SN, Ecatepec De Morelos 55210, MX...",,51-200 empleados,"AVENIDA GOBERNADOR IGNACIO PICHARDO PAGAZA, AVENIDA CAMINO A NVA. ARAGÓN 0 SN, Ecatepec De Morelos 55210, MX",Consultorios médicos,,55210,Ecatepec
186,Ingeniería y Análisis Ambientales ARA,"Ingeniería y Análisis Ambientales ARA, es un Laboratorio Acreditado por EMA (Entidad Mexicana de Acreditación), aprobado por la STPS (Secretaría del T...",5557914191,51-200 empleados,"Principal
Sede
55520, ECATEPEC DE MORELOS, Méx. 55520, MX",Servicios medioambientales,"ECATEPEC DE MORELOS, Méx.",55520,Ecatepec
192,Grupo IMEBA,"Somos una empresa 100% mexicana, consolidada y líder en el mercado con más de 30 años de experiencia....",5737-4027,51-200 empleados,"Principal
Av. Necaxa No5 Col.Constitución 1917
54190 , Tlalnepantla, México 54190, MX",Comercio al por mayor de materiales de construcción,"Tlalnepantla, México",54190,Ecatepec
199,Universidad San Carlos,"🎓 𝟕 𝑴𝒂𝒆𝒔𝒕𝒓𝒊́𝒂𝒔
🎓 7 𝐋𝐢𝐜𝐞𝐧𝐜𝐢𝐚𝐭𝐮𝐫𝐚𝐬 𝐲 3 𝐈𝐧𝐠𝐞𝐧𝐢𝐞𝐫𝐢́𝐚𝐬
🎓 𝐑𝐕𝐎E 𝐈𝐏𝐍 𝐘 𝐒𝐄𝐏
🎓 𝐏𝐫𝐞𝐩𝐚𝐫𝐚𝐭𝐨𝐫𝐢𝐚 𝐔𝐍𝐀𝐌 𝐲 𝐁𝐚𝐜𝐡𝐢𝐥𝐥𝐞𝐫𝐚𝐭𝐨
𝐓écnico IPN
𝑰𝒏𝒇𝒐𝒓𝒎𝒂𝒄𝒊𝒐́𝒏 𝒂𝒍 𝟓𝟕𝟕𝟎 𝟎𝟖𝟐𝟒...",55 5770 0824,201-500 empleados,"Principal
Sede
Avenida Vía Morelos 182, 182, Ecatepec de Morelos, México 55080, MX",Enseñanza superior,"Ecatepec de Morelos, México",55080,Ecatepec
203,CASA DE GOBIERNO ESTADO DE MÉXICO,"CALLE DEL SOL NORTE 26, Ecatepec De Morelos 55000, MX",,51-200 empleados,"CALLE DEL SOL NORTE 26, Ecatepec De Morelos 55000, MX",Administración pública,,55000,Ecatepec
205,PYTSA,"CALLE C. 2 10, Ecatepec De Morelos 55340, MX",,201-500 empleados,"CALLE C. 2 10, Ecatepec De Morelos 55340, MX",Fabricación de maquinaria,,55340,Ecatepec
215,IQUISA SANTA CLARA SA DE CV,"CALLE FEDERAL LIBRE 85 MÉXICO-LAREDO KILÓMETRO 16+500, Ecatepec De Morelos 55540, MX",,51-200 empleados,"CALLE FEDERAL LIBRE 85 MÉXICO-LAREDO KILÓMETRO 16+500, Ecatepec De Morelos 55540, MX",Fabricación de productos químicos,,55540,Ecatepec
219,GRUPO EDUCATIVO IMEI,"CALLE 5 DE SEPTIEMBRE 0 SN, Ecatepec De Morelos 55070, MX",,51-200 empleados,"CALLE 5 DE SEPTIEMBRE 0 SN, Ecatepec De Morelos 55070, MX",Educación primaria y secundaria,,55070,Ecatepec
220,amarelo mexico,"Venta de Todo Tipo De Maquinaria Pesda Los Mejores Precios Del Mercado Envios a Toda La Republica Mexicana Sin Costo Adicional Politicas

En Amarelo, ...",,51-200 empleados,"Principal
Amarelo power
Km. 2.8, Carr. Federal Pachuca - Mexico , La Laguna,, galpon numero 10, mexico, estado de mexico 54190, MX",Fabricación de maquinaria,"mexico, estado de mexico",54190,Ecatepec
222,American Specialized Textiles,"Founded in 1941, American Specialized Textiles is a leading manufacturer of knitted textiles in Mexico, combining heritage with technology to produce ...",,201-500 empleados,"Ecatepec de Morelos, México MX",Fabricación de productos textiles,"Ecatepec de Morelos, México",,Ecatepec
226,"AUTOTRANSPORTES SAN PEDRO SANTA CLARA KM. 20, S.A. DE C.V.","CALLE ADOLFO LÓPEZ MATEOS 653 0, Ecatepec De Morelos 55540, MX",,51-200 empleados,"CALLE ADOLFO LÓPEZ MATEOS 653 0, Ecatepec De Morelos 55540, MX",Transporte terrestre en camión,,55540,Ecatepec
229,Consultora en Sistemas de productividad Y SAP PM,Somos una empresa líder en el ramo de TI enfocados  en el desarrollo de soluciones Tecnológicas que permiten a nuestros clientes incrementar de manera...,,51-200 empleados,"Principal
Sede
Camelia 8, jardines del tepeyac , ECATEPEC, Mexico 55220, MX",Desarrollo de software,"ECATEPEC, Mexico",55220,Ecatepec
231,X-Chem S.a de C.v,"X-CHEM es una empresa orientada a brindar a sus clientes productos químicos de excelente calidad, con el respaldo de proveedores reconocidos, comprome...",5557690085,51-200 empleados,"Principal
Sede
55120, Cuauhtémoc #21 , ECATEPEC DE MOR, MEXICO 55349, MX",Fabricación de productos químicos,"ECATEPEC DE MOR, MEXICO",55120,Ecatepec
232,Grupo De La Rosa,"Más de 55 años dando servicio como mayorista de las principales marcas de autopartes en México.
Grupo De La Rosa está conformado por las empresas Adel...",5546187087,201-500 empleados,"Principal
Matriz
Estado de México, México 54190, MX",Comercio al por menor,"Estado de México, México",54190,Ecatepec
241,Comercial y Transporte Gas Natural Comprimido,"Como profesionales del sector, hemos liderado y gestionado con éxito proyectos de Gas Natural Comprimido, brindando soluciones energéticas limpias y e...",,51-200 empleados,"Principal
Planta
Cerrada, Calz. de la Viga sn, Ex Rancho Jajalpa, 55090 Ecatepec de Morelos, Planta , Estado de México, Ecatepec de Morelos 55090, MX",Distribución de gas natural,"Estado de México, Ecatepec de Morelos",55090,Ecatepec
245,MUELLES UNIVERSAL DIVISIÓN NORTE SA DE CV,"CALLE MÉXICO-PACHUCA 1, Tlalnepantla 54190, MX",,51-200 empleados,"CALLE MÉXICO-PACHUCA 1, Tlalnepantla 54190, MX",Sector automovilístico,,54190,Ecatepec
246,TECNOLÓGICO,"CALLE INSURGENTES 0 SN, Ecatepec De Morelos 55020, MX",,201-500 empleados,"CALLE INSURGENTES 0 SN, Ecatepec De Morelos 55020, MX",Enseñanza superior,,55020,Ecatepec
247,"TRANSPORTES ESPECIALIZADOS ANTONIO DE LA TORRE E HIJOS, S.A. DE C.V.","CALLE VERACRUZ 206 0, Ecatepec De Morelos 55400, MX",,201-500 empleados,"CALLE VERACRUZ 206 0, Ecatepec De Morelos 55400, MX",Transporte de mercancías y paquetes,,55400,Ecatepec
248,TINTAS GRAFI COLOR SA DE CV,"Tintas Graficolor, líder innovador en el mundo de las artes gráficas, especializada en la creación de tintas, barnices y lacas de alta calidad. Con dé...",55 5699 2040,51-200 empleados,"Principal
Estado de México
Acero 12, Industrial Esfuerzo Nal, 12, Ecatepec de Morelos, Mexico 55320, MX, CALLE ACERO 12, Ecatepec De Morelos 55320, MX",Fabricación de productos químicos,"Ecatepec de Morelos, Mexico",55320,Ecatepec
254,Panaderias Asociadas,Panificadoras Asociadas (Indupan) una panificadora industrial con más de 70 años de experiencia en el sector de Alimentos en El Valle de Mexico. Nos d...,5553567883,201-500 empleados,"Principal
Headquarters
Avenida Río Consulado 265, Azcapotzalco, Mexico City 02980, MX, San Carlos
Avenida Oriente 12 No 24, Ecatepec, Edo de Mexico 55080, MX",Fabricación de productos horneados,"Azcapotzalco, Mexico City",02980,Ecatepec
256,COLEGIO FRIDA KAHLO,"CALLE AMAPOLAS 10 MANZANA 3, Ecatepec De Morelos 55140, MX",,51-200 empleados,"CALLE AMAPOLAS 10 MANZANA 3, Ecatepec De Morelos 55140, MX",Educación primaria y secundaria,,55140,Ecatepec
263,Laboratorio Zhiyao S.A de C.V,Somos un Laboratorio de Fabricación de productos para el parea cosmética y suplementos. Avalados por la autoridad sanitaria para la fabricación de los...,5543425349,51-200 empleados,"Principal
Sede
Gasoducto 97 Col.San Pedro Xalostoc, Mexico, Estado de Mexico 55310, MX",Fabricación de productos de cuidado personal,"Mexico, Estado de Mexico",55310,Ecatepec
265,ESCUELA LAS AMERICAS,"AVENIDA JORGE JIMÉNEZ CANTÚ 0 DOMICILIO CONOCIDO, Ecatepec De Morelos 55339, MX",,51-200 empleados,"AVENIDA JORGE JIMÉNEZ CANTÚ 0 DOMICILIO CONOCIDO, Ecatepec De Morelos 55339, MX",Educación primaria y secundaria,,55339,Ecatepec
266,Kisson,"Somos una empresa 100% mexicana, iniciando operaciones en 1967 en Ecatepec de Morelos, Estado de México. A lo largo del tiempo hemos llegado a diseñar...",5557559948,201-500 empleados,"Principal
Fábrica
Avenida Vicente Lombardo Toledano 45, Ecatepec de Morelos, México 55540, MX","Fabricación de productos de vidrio, cerámica y cemento","Ecatepec de Morelos, México",55540,Ecatepec
270,SUDELIM S.A DE C.V.,"Fabricante de peróxidos orgánicos, blanqueadores de harina, aditivos para pinturas, pigmentos empastados, detergentes....",,51-200 empleados,"Principal
Francisco Villa S/N, San Francisco Xal, 55330 Ecatepec de Morelos, Méx, Ecatepec de Morelos, Mexico 55330, MX",Fabricación de productos químicos,"Ecatepec de Morelos, Mexico",55330,Ecatepec
271,CartonPlast,"Somos fabricantes en México de materiales alveolares (corrugados) y sólidos a base de polímeros como polipropileno y polietileno en lámina, estando es...",+525569630687,201-500 empleados,"Principal
Sede
Calle Carlos B. Zetina 20b, Industrial Xalostoc, México 55348, MX",Fabricación de productos de plástico,"Industrial Xalostoc, México",55348,Ecatepec
272,CRISTALES INASTILLABLES DE MEXICO SA DE CV,"CALLE AVENIDA CENTRAL 101, Ecatepec De Morelos 55320, MX",,51-200 empleados,"CALLE AVENIDA CENTRAL 101, Ecatepec De Morelos 55320, MX",Recursos humanos,,55320,Ecatepec
282,Grupo DJR,"Somos una empresa dedicada a comercializar en una gran variedad de artículos para el hogar, negocio e industria.

Estamos orientados hacia la satisfac...",,51-200 empleados,"Principal
Av. Lechería Texcoco, Nave F, Bodega 616, Ecatepec de Morelos, Estado de México 55060, MX",Industria manufacturera,"Ecatepec de Morelos, Estado de México",55060,Ecatepec
286,RUBOPLAST S.A. de C.V.,"Ruboplast es una empresa líder en México dedicada al reciclaje y aprovechamiento óptimo de residuos sólidos. Con más de 20 años de experiencia, estamo...",,51-200 empleados,"Principal
Sede
México, Estado de México 55340, MX",Fabricación de productos de plástico,"México, Estado de México",55340,Ecatepec
287,Limpieza Pegaso,"Limpieza Pegaso S.A. de C.V. es una empresa 100% mexicana con mas de 15 años de experiencia, comprometida con el medio ambiente que se dedica al mante...",+52 55 5770 0576,51-200 empleados,"Principal
Oficinas
Av. Pirules, Edificio M, Departamento 202, Lomas de Ecatepec, Ecatepec Estado de México, C.P. 55080, 202, Ecatepec, Estado de México 55080, MX",Servicios al consumidor,"Ecatepec, Estado de México",55080,Ecatepec
288,ALTEX PRODUCTS MEXICO S DE RL DE CV,"CALLE MIGUEL HIDALGO 124, Ecatepec De Morelos 55349, MX",,201-500 empleados,"CALLE MIGUEL HIDALGO 124, Ecatepec De Morelos 55349, MX",Fabricación de productos de plástico,,55349,Ecatepec
290,BARNICES Y RESINAS SA DE CV,"CALLE ACERO 1 SN, Ecatepec De Morelos 55320, MX",,51-200 empleados,"CALLE ACERO 1 SN, Ecatepec De Morelos 55320, MX",Fabricación de productos químicos,,55320,Ecatepec
291,Distribuidora Medivet,Distribuidor de medicamentos y alimentos para pequeñas especies. Representamos a los principales laboratorios en la industria farmacéutica veterinaria...,01 55 4747 5256,51-200 empleados,"Principal
Oficinas Generales
Av. Vicente Guerrero, Col. Poesía Mexicana, Manzana 7, Ecatepec de Morelos, Estado de México 55210, MX",Comercio al por mayor,"Ecatepec de Morelos, Estado de México",55210,Ecatepec
292,GC Printing,"GC Printing es una empresa mexicana consolidada dentro de la industria gráfica con más de 34 años de experiencia, ofreciendo servicios a nivel naci...",,51-200 empleados,"Principal
Headquarters
Calle 14, 40, Ecatepec, Estado de México 55340, MX",Servicios de impresión,"Ecatepec, Estado de México",55340,Ecatepec
293,Marber la Cremería,"Marber es un grupo de empresas dedicadas a la comercialización y distribución de productos lácteos, carnes frías y abarrotes, entre otros. Nuestro pri...",,201-500 empleados,"Principal
Sede
Ecatepec de Morelos, México 55060, MX",Servicios de alimentos y bebidas,"Ecatepec de Morelos, México",55060,Ecatepec
294,Muevetec Motocarros,"Muevetec es una empresa fundada en febrero del 2007 dedicada a la customización y comercialización de motocarros, híbridos y eléctricos para apoyar la...",5588985968,51-200 empleados,"Principal
CEDIS
Universidad Hispanoamericana S/N , Guadalupe Victoria, Bodega 2, Ecatepec de Morelos, México 55010, MX",Sector automovilístico,"Ecatepec de Morelos, México",55010,Ecatepec
295,Sicconcretos,"Empresa con espíritu de servicio que impone una tendencia de consumo novedosa. Contamos con un estricto control de calidad, basado en muestreos y equi...",5589449416,51-200 empleados,"Principal
Sede
Calle Durango, #4, Tlalnepantla de Baz, México 54190, MX","Fabricación de productos de vidrio, cerámica y cemento","Tlalnepantla de Baz, México",54190,Ecatepec
297,Agencia Cronos Marketing,Construimos y apoyamos a nuestros clientes. Tenemos el “Know How” para poder hacer realidad cualquier campaña y desafío que nuestros Partners necesite...,5612812303,51-200 empleados,"Principal
Cubrimos toda la Republica Mexicana
ADOLFO LOPEZ MATEOS, Mexico, Ecatepec 55000, MX",Servicios de publicidad,"Mexico, Ecatepec",55000,Ecatepec
300,IMEVIS,"CALLE PALMAS 2, Ecatepec De Morelos 55030, MX",,51-200 empleados,"CALLE PALMAS 2, Ecatepec De Morelos 55030, MX",Gestión de inversiones,,55030,Ecatepec
301,UNIFORMES EQ5,"Somos fabricantes de todo tipo de prendas, como puede ser desde el tipo casual hasta el especifico de cada área  como son uniformes escolares, deporti...",5513078245,51-200 empleados,"Principal
Av. Revolucion antes 30-30, Ecatepec, Estado de Mexico 55024, MX, Ecatepec, Estado de Mexico 55024, MX",Fabricación de productos textiles,"Ecatepec, Estado de Mexico",55024,Ecatepec
