"id","nombre","resumen","telefono","tamano","ubicaciones","fundacion","sector","sitio_web","sede","especialidades","codigo_postal","ciudad","empleados","url"
33184,"UNIFORMES LIZAO","UNIFORMES LIZAO is an apparel & fashion company based out of Culiacán Rosales, Mexico.",,"51-200 employees","{""1"": {""Dirección"": ""Cristóbal Colon 925 Pte. Col. Centro, Culiacán, Sinaloa, Culiacán, Sinaloa 80000, MX""}, ""2"": {""Dirección"": ""CALLE CRISTÓBAL COLÓN 925""}}",,"[""Retail Apparel and Fashion""]","[""https://www.lizao.mx/\n      \n\n\n\nExternal link for UNIFORMES LIZAO""]","[""Culiacán, Sinaloa""]","[]","{""1"": ""80000""}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Luís Parra"", ""Cargo"": ""Bar Waiter en Lizao"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4D03AQFzt3o1SP95kg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1550352615425?e=2147483647&v=beta&t=AwOkVwwxyBwnRg8DORbba64RoVXOchZY2bwMVNgs0Fw"", ""Perfil"": ""https://mx.linkedin.com/in/lu%C3%ADs-parra-492b9417b?trk=org-employees""}, {""Nombre"": ""Omar Humberto Gutierrez Carrillo"", ""Cargo"": ""Analista de Licitaciones"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D5603AQFEgjDsQLZ9cg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1667507561805?e=2147483647&v=beta&t=Z6yhIuo8rVJSr9s8I9W9p2b6UhkPSIcZYPdc9oryG2c"", ""Perfil"": ""https://mx.linkedin.com/in/omar-humberto-gutierrez-carrillo-a38518195?trk=org-employees""}, {""Nombre"": ""Jorge Ernesto Salazar Velarde"", ""Cargo"": ""Ejecutivo de Licitaciones Públicas en Uniformes Lizao"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQG2_6DEJKVzpA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1603142092811?e=2147483647&v=beta&t=0gWGhiIFH7x-DQkZdymMo0DDT-WFh7AGn6h3n6_tk3k"", ""Perfil"": ""https://mx.linkedin.com/in/salazarvelarde?trk=org-employees""}, {""Nombre"": ""Arturo Diaz Lopez"", ""Cargo"": ""Opersdor de maquina industrial  en UNIFORMES LIZAO"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQHmEBz6Oh99oA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1593963733972?e=2147483647&v=beta&t=TUtecLJ5k6gNVdVdjBcyqbpQMGf2nlmW6F4EY2Hucdk"", ""Perfil"": ""https://mx.linkedin.com/in/arturo-diaz-lopez-897a8b1b1?trk=org-employees""}]","https://www.linkedin.com/company/uniformes-lizao/"
33185,"Gasolineras PABA","Venta de combustibles, lubricantes y aditivos al detalle y al por mayor.",,"51-200 employees","{""1"": {""Dirección"": ""Francisco Labastida Ochoa 1320 Desarrollo Urbano Tres Ríos, Culiacán, Sinaloa 80027, MX""}}","1994","[""Wholesale Petroleum and Petroleum Products""]","[""http://paba.com.mx/\n      \n\n\n\nExternal link for Gasolineras PABA""]","[""Culiacán, Sinaloa""]","[]","{""1"": ""80027""}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Antonio E Avilés Flores"", ""Cargo"": ""mantenimiento en gasolineras paba"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQEUvfab8oSbmw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1602621798114?e=2147483647&v=beta&t=bE12Q4pRP6Ytxx3P1_yEXMPWqzWp-HJJDaLqCsE-AKc"", ""Perfil"": ""https://mx.linkedin.com/in/antonio-e-avil%C3%A9s-flores-1728331b9?trk=org-employees""}, {""Nombre"": ""Javier Bon Martínez"", ""Cargo"": ""Gerente de Estaciones (Gasolineras)"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D4D03AQFYBDqrJWRCZg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1681943207598?e=2147483647&v=beta&t=0S4XPSCCmNH8e_Pgt7-UHTEsyCie9denzeTeTt8_aho"", ""Perfil"": ""https://mx.linkedin.com/in/javier-bon-mart%C3%ADnez-0b6278273?trk=org-employees""}, {""Nombre"": ""Antonio Mena"", ""Cargo"": ""Gerencia Comercial en Gasolineras PABA"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D4E03AQEtRa92v8xh3g/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1693011871110?e=2147483647&v=beta&t=VtZJW8qlbv9K3Cqvk1UGxwdx16R68HCiWvg1jIFKTB8"", ""Perfil"": ""https://mx.linkedin.com/in/antonio-mena-915885289?trk=org-employees""}]","https://www.linkedin.com/company/gasolineras-paba/"
33186,"CENTROS EDUCATIVOS CUALLI, A.C.","Education Administration Programs",,"51-200 employees","{""1"": {""Dirección"": ""CALLE NINGUNO 2515""}}",,"[""Primary and Secondary Education""]","[""http://www.cualli.edu.mx\n      \n\n\n\nExternal link for CENTROS EDUCATIVOS CUALLI, A.C.""]","[]","[]","{}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Carlos Gaxiola"", ""Cargo"": ""Artista Plástico y Diseñador Gráfico"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4D03AQHeNcankEoj0A/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1517549545552?e=2147483647&v=beta&t=YwUf88DEKzTUcEHJjowDzSjpohJBCoVjsG2v9mSStZo"", ""Perfil"": ""https://mx.linkedin.com/in/carlos-gaxiola-8a645129?trk=org-employees""}, {""Nombre"": ""Brenda Zavala"", ""Cargo"": ""Profesor en Centros Educativos Cualli"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQFgjfPuYEsBCA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1516772830276?e=2147483647&v=beta&t=lVBYrQnup8cuHF3LOgOLViNv9IIsOFx9uz5j6rdWWRU"", ""Perfil"": ""https://mx.linkedin.com/in/brenda-zavala-536a257a?trk=org-employees""}, {""Nombre"": ""Magda Selene Gaxiola Angulo"", ""Cargo"": ""--"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQGLE_gT9xqEhw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1558474300834?e=2147483647&v=beta&t=zOKoCguxeKzY4fg_ODys8JLJIEg5H0PmBsg9hpWN31Y"", ""Perfil"": ""https://mx.linkedin.com/in/magda-selene-gaxiola-angulo-82769789?trk=org-employees""}, {""Nombre"": ""virginia valdez valle"", ""Cargo"": ""Directora Academica en Centros Educativos Cualli"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQEeh4xM2pIxwg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1517466621448?e=2147483647&v=beta&t=OcEjmtDR6ANrLjKh3LGj_z3du4kgQM6nL0LJTumHI8w"", ""Perfil"": ""https://mx.linkedin.com/in/virginia-valdez-valle-9a0522a7?trk=org-employees""}]","https://www.linkedin.com/company/centros-educativos-cualli-a.c./"
33187,"Mayork","MayorK® es una empresa líder en la fabricación y comercialización de playeras, con la mayor calidad del mercado por más de 20 años. Ofrecemos atención personalizada y venta a mayoreo y menudeo. Actualmente estamos dentro del mercado con 4 tiendas propias en Guadalajara, Culiacán, Puerto Vallarta y Mérida; además de 27 distribuidores alrededor de toda la república. Contamos con más de 200 personas en nuestra línea de producción y 70 personas en el área comercial.",,"51-200 employees","{""1"": {""Dirección"": ""Av. México 2494, Ladrón de Guevara, 2494, Guadalajara, Jal. 44600, MX""}, ""2"": {""Dirección"": ""Berlín 126, La Vena, 126, Puerto Vallarta, Jalisco 48320, MX""}, ""3"": {""Dirección"": ""Fray Servando Teresa de Mier, 2051-A, Culiacán, Sinaloa 80000, MX""}, ""4"": {""Dirección"": ""Cto. Colonias, Pedregales de Tanlum, 312, Mérida, Yucatán 97210, MX""}}","1997","[""Textile Manufacturing""]","[""www.mayork.com.mx\n      \n\nExternal link for Mayork""]","[""Guadalajara, Jal.""]","[""Playeras premium"","" Prendas premium"","" Playeras calidad premium"","" Playera tipo polo "","" Playera cuello redondo "","" Sudadera sustentable "","" Moda"","" Uniformes"","" Mayoreo "","" Menudeo "","" Prendas decoradas "","" Uniformes personalizados"","" and Distribución de playeras premium""]","{""1"": ""44600"", ""2"": ""48320"", ""3"": ""80000"", ""4"": ""97210""}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Mayork Kids"", ""Cargo"": ""President en Mayork"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4D03AQEm5QYf_2K-Xg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1517519508848?e=2147483647&v=beta&t=Xpv-nx-_kpA7rInhir-8TyOMSgwj1XD5gDnFgHSb1oE"", ""Perfil"": ""https://co.linkedin.com/in/mayork-kids-4066b6138?trk=org-employees""}, {""Nombre"": ""pablo miz"", ""Cargo"": ""bordador en Mayork"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4D03AQEvOtT3zzqLgQ/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1599592920688?e=2147483647&v=beta&t=qLfViz7ekG5idBSET7ldNfLfwuenzYkcNY1ig6IKIcM"", ""Perfil"": ""https://mx.linkedin.com/in/pablo-miz-969a571b5?trk=org-employees""}, {""Nombre"": ""Paula Rodríguez Ruiz"", ""Cargo"": ""Lic. en Nutrición y Ciencias de los Alimentos y Educadora en Diabetes"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D4E03AQHsJpgG26_paw/profile-displayphoto-shrink_100_100/B4EZXPMSwQHMAU-/0/1742937862497?e=2147483647&v=beta&t=AvSCNtpMQ8TRlE18fHVDf8ez_lZVL5JYuQQyDb2O3ng"", ""Perfil"": ""https://mx.linkedin.com/in/paula-rodr%C3%ADguez-ruiz-b1b006228?trk=org-employees""}, {""Nombre"": ""Abdul Rahman Hassan"", ""Cargo"": ""--"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D4E03AQFShNnjP-687w/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1700253349970?e=2147483647&v=beta&t=p975yLZgZF662gWr2uKRto9HZ9--65NjsgsihmCK708"", ""Perfil"": ""https://iq.linkedin.com/in/abdul-rahman-hassan-3002532a0?trk=org-employees""}]","https://www.linkedin.com/company/mayorkmx/"
33188,"AGRINSA MX","somos una empresa dedicada a la formulación de soluciones para el campo y mejora continua en una línea de nutrición y agroquímicos, buscando garantizar siempre la calidad de nuestros productos y servicios a nuestros clientes, bajo los mejores estándares de calidad, llevando una buena rentabilidad al campo y buscando en convertirnos en una empresa altamente competitiva a nivel nacional.",,"51-200 employees","{""1"": {""Dirección"": ""culiacán , sinaloa  80143, MX""}}","2007","[""Farming""]","[""https://www.facebook.com/profile.php?id=100086376863661\n      \n\nExternal link for AGRINSA MX""]","[""culiacán , sinaloa""]","[]","{""1"": ""80143""}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Arturo Mendivil Fonseca"", ""Cargo"": ""Ingeniero agronomo"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D5603AQE9urg2w0BB_A/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1696563173954?e=2147483647&v=beta&t=nmwlp1WJ6fThsXNcY8sdc6AULCI_Hc6E7sSV2gCETUM"", ""Perfil"": ""https://mx.linkedin.com/in/arturo-mendivil-fonseca-05a62213b?trk=org-employees""}]","https://www.linkedin.com/company/agrinsa-mx/"
33189,"GASTELUM Y GASTELUM","Wholesale Building Materials",,"51-200 employees","{""1"": {""Dirección"": ""BOULEVARD EMILIANO ZAPATA 5305""}}",,"[""Consumer Electronics""]","[]","[]","[]","{}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Alejandro Hernández López"", ""Cargo"": ""Automatización y Control en Gastelum y Gastelum Electricidad, s. a. de c. v."", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQGU-4RDCCszxw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1547500202209?e=2147483647&v=beta&t=IpoER1xxbDWEpQOF7XtSQNnT21Vz2BRo8wBRBCBF6IE"", ""Perfil"": ""https://mx.linkedin.com/in/alejandro-hern%C3%A1ndez-l%C3%B3pez-a1058371?trk=org-employees""}, {""Nombre"": ""luis anguli"", ""Cargo"": ""Soporte tecnico en Gastelum y gastelum"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQGxEXLdjdwQOg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1516862459327?e=2147483647&v=beta&t=Z9Qa-YSuO0OybIF_oW5GoCDJAoxI7ezz00DXDWmp4To"", ""Perfil"": ""https://mx.linkedin.com/in/luis-anguli-450221b8?trk=org-employees""}, {""Nombre"": ""RECKER RAMIREZ"", ""Cargo"": ""Ingeniero electrónico superior en servicios electricos industriales y navales de mazatlan"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQF5BstSFxOZ0A/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1634054363054?e=2147483647&v=beta&t=4QnRsa3anv9O826mS4M4HKUEKpA5aumaZsY2icPqYhU"", ""Perfil"": ""https://mx.linkedin.com/in/recker-ramirez-4aa538129?trk=org-employees""}, {""Nombre"": ""Gildardo Alan Camacho Gastelum"", ""Cargo"": ""Ing Eléctrico"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5103AQFX5SzXAjBQHg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1517996508500?e=2147483647&v=beta&t=mg_F256BJs8UzYktzl9FEVnVAd4FqFFwPyKj5-XRfGk"", ""Perfil"": ""https://mx.linkedin.com/in/gildardo-alan-camacho-gastelum-02ab08143?trk=org-employees""}]","https://www.linkedin.com/company/gastelum-y-gastelum/"
33190,"CASA KURODA","Appliances, Electrical, and Electronics Manufacturing",,"51-200 employees","{""1"": {""Dirección"": ""AVENIDA ÁLVARO OBREGÓN 302""}}",,"[""Building Materials""]","[]","[]","[]","{}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""alejandra medina"", ""Cargo"": ""dirección de arte y diseño gráfico en CASA KURODA"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D5603AQEIRyCSkzSxpw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1714007692639?e=2147483647&v=beta&t=Vm_-Oi8ob98s3N5MfVB2BMJS9JAORyCCLaujOjhCHUw"", ""Perfil"": ""https://mx.linkedin.com/in/alejandra-medina-63266a199?trk=org-employees""}, {""Nombre"": ""Jorge Torres Soto"", ""Cargo"": ""Auxiliar administrativo en CASA KURODA"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQHUnCkYt0y4Wg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1594326093824?e=2147483647&v=beta&t=Mjr86amzyHnX6ZL53uc96TodOe7W_9bzKHMygKLMeg0"", ""Perfil"": ""https://mx.linkedin.com/in/jorge-torres-soto-7a92541ab?trk=org-employees""}, {""Nombre"": ""Omar Sanchez"", ""Cargo"": ""--"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4D03AQEIvCHCGITLmg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1654702995768?e=2147483647&v=beta&t=-ZKa71tDEPZdjdxclCR8omrxHz6G0UPQQ8T9bvrTiB8"", ""Perfil"": ""https://mx.linkedin.com/in/omar-sanchez-958726241?trk=org-employees""}, {""Nombre"": ""Lorena Quintero Romero"", ""Cargo"": ""Recepcionista en CASA KURODA"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4D03AQGQfflHsi7dfw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1661756714796?e=2147483647&v=beta&t=JdLQ-UVj4_dWSJQwZYTLcRMGBYJG8nf2tECeSwyy2vY"", ""Perfil"": ""https://mx.linkedin.com/in/lorena-quintero-romero-7b84a624a?trk=org-employees""}]","https://www.linkedin.com/company/casa-kuroda/"
33191,"AISPURO POLLOS",,,"51-200 employees","{""1"": {""Dirección"": ""BOULEVARD EMILIANO ZAPATA 2278""}}",,"[""Restaurants""]","[]","[]","[]","{}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""AMIRA E. GODOY TIRADO"", ""Cargo"": ""Cargo no encontrado"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D5603AQHjmPAcaMMRhw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1685247943076?e=2147483647&v=beta&t=sLkChCbgaedZFtb-0eHPDt8gQe303_jUH3Q_lQirvKw"", ""Perfil"": ""https://mx.linkedin.com/in/amiragodoytirado?trk=org-employees""}, {""Nombre"": ""julissa martinez"", ""Cargo"": ""Ventas en AISPURO POLLOS"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQFL6fYEMwAhBA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1583783558261?e=2147483647&v=beta&t=vu1oP7IZGYY4ZXg8M_u5ynLQBRbaJvPWZ6AT9OBNjE4"", ""Perfil"": ""https://mx.linkedin.com/in/julissa-martinez-980aa31a3?trk=org-employees""}, {""Nombre"": ""Marilee Aramburo bastidas"", ""Cargo"": ""Empleado en AISPURO POLLOS"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4D03AQG55KuB3c8wjA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1612644657528?e=2147483647&v=beta&t=1S_aY5bFiPOt6UzQ8pFsohQhERTdyj9sXNZoJhsjtGw"", ""Perfil"": ""https://mx.linkedin.com/in/marilee-aramburo-bastidas-a37255206?trk=org-employees""}, {""Nombre"": ""HAYRO ALEJANDRO LIMON - ALTAMIRANO"", ""Cargo"": ""jugador at AISPURO POLLOS"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQF5WgeEpES7GA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1621397723003?e=2147483647&v=beta&t=tp8gvpKCgxfLuv4C7i7ORHTKq0b8MoRYeHMr2A5HiFM"", ""Perfil"": ""https://mx.linkedin.com/in/hayro-alejandro-limon-altamirano-8bba88212?trk=org-employees""}]","https://www.linkedin.com/company/aispuro-pollos/"
33192,"Pharmacy Lite | Partners","💸 ¡Genera ingresos recurrentes todo el año!

🚀 Únete como Distribuidor de Pharmacy Lite y comercializa una solución especializada para farmacias independientes. Impulsa tu negocio y forma parte de una industria en constante crecimiento.

Pharmacy Lite es la plataforma líder en gestión de farmacias en expansión, con el mejor retorno de inversión.

Si diriges una empresa o eres consultor en TI o procesos, nuestro programa de partners está diseñado para ti. Únete a nuestra sólida red de distribuidores en México y Latinoamérica.

🔥 ¿Qué ganas al unirte?

✅ Amplía tu cartera de clientes
✅ Obtén comisiones competitivas
✅ Accede a herramientas comerciales y técnicas exclusivas
✅ Aumenta tus ventas con productos y servicios complementarios
✅ Recibe asesoría comercial y técnica especializada
✅ Representa una marca con 30 años de experiencia en el mercado
✅ Expande tu presencia en Latinoamérica
✅ Benefíciate de estrategias de marketing durante todo el año

🔗 Únete aquí: https://hubs.la/Q034WPbM0

Pharmacy Lite es un producto de BISOFT: www.bisoft.mx

🌐 Conoce más en nuestro sitio web: www.pharmacylite.mx
📲 Síguenos en redes sociales:
🔵 Facebook: www.facebook.com/pharmacylite
📸 Instagram: www.instagram.com/pharmacylite",,"51-200 employees","{""1"": {""Dirección"": ""44 followers, 🤝 Conviértete en distribuidor de Pharmacy Lite y tendrás el respaldo de una empresa líder en desarrollo de software farmacéutico. Soporte técnico y comercial integral, capacitación y actualizaciones continuas.\n🌐https://hubs.la/Q034z1Vz0#ÚneteComoDistribuidor#SoftwareFarmacias""}, ""2"": {""Dirección"": ""44 followers, #ÚneteComoPartnerSé parte de una cadena donde la rentabilidad se multiplica para todos.  Accede a un modelo comercial que garantiza ingresos constantes mientras ayudas a farmacias a ser más competitivas.\n🌐https://hubs.la/Q03fDG6s0""}, ""3"": {""Dirección"": ""44 followers, 📊 30 años desarrollando el futuro de las farmacias. ¡Únete al equipo que lo hace posible y genera ingresos recurrentes!\n\nDesarrollamos el mejor software para farmacias en crecimiento y también grandes carreras.\n\n¿Te unes? Hazlo aquíhttps://hubs.la/Q03f6bhh0""}, ""4"": {""Dirección"": ""44 followers, Tu crecimiento es nuestro éxito. Amplía tu negocio con un software diseñado para farmacias.\n🔹 Ingresos recurrentes\n🔹 Soporte y acompañamiento\n🔹 Mercado en crecimiento\n🌐https://hubs.la/Q03dxs7Q0Sé nuestro compañero y crezcamos juntos. ¡Únete aquí!""}, ""5"": {""Dirección"": ""44 followers, 💡 ¡Convierte tu experiencia en un negocio rentable! Si eres consultor o empresa en TI, nuestro modelo de Partners te ayuda a diversificar tus ingresos. Descarga nuestro eBook y conoce beneficios de convertirte en distribuidor.\n\n📩 Descárgalo aquí y da el primer paso hacia nuevas oportunidades.https://hubs.la/Q03d7B1G0""}, ""6"": {""Dirección"": ""44 followers, 📢 Cuando alguien se siente mal, busca una solución rápida y accesible. En México, millones de personas acuden al consultorio médico de su farmacia de confianza o la más cercana.\n\n💡 Si tu cliente de farmacia aún no cuenta con uno, podría estar perdiendo una gran oportunidad de negocio. Ayúdalo a fortalecer su negocio y atraer más clientes con el módulo del Consultorio.https://hubs.la/Q03cz2xd0#ÚneteComoPartner#FarmaciasRentables""}, ""7"": {""Dirección"": ""44 followers, 💊 Las farmacias enfrentan grandes desafíos: cumplir con normativas, gestionar inventarios y mantenerse competitivas. ¡Con Pharmacy Lite todo se simplifica!\n\nComo distribuidor, abres las puertas a un mercado en expansión y formas parte de una red de expertos listos para hacer la diferencia. ¡La oportunidad de crecer está aquí! 🙌\n🌐https://hubs.la/Q03b-zSN0#ÚneteCómoPartner#SoftwareFarmacias""}, ""8"": {""Dirección"": ""44 followers, Convertirse en distribuidor de Pharmacy Lite es muy sencillo. Solo tienes que seguir estos pasos: \n✔️ Regístrate y entrega la documentación 📄\n✔️ Firma el contrato de distribución ✍️\n✔️ Realiza el pago de membresía 💰\n✔️ Recibe capacitación para dominar nuestro software 🎓\n✔️ Accede a material promocional para captar clientes 📢\n✔️ ¡Comienza a generar ingresos! 🚀\n🌐https://hubs.la/Q03bBHgX0#ÚneteCómoDistribuidor#GeneraIngresosRecurrentes""}, ""9"": {""Dirección"": ""44 followers, ¿Por qué ser un Partner de Pharmacy Lite? Aquí algunas razones: \n\n✔️ Expande tu portafolio con la mejor tecnología para farmacias.\n✔️ Obtén capacitación y soporte de primera línea.\n✔️ Accede a una plataforma con más de 1000 puntos instalados.\n✔️ Forma parte de una comunidad sólida que impulsa tu crecimiento.\n🌐https://hubs.ly/Q039_91_0#ÚneteCómoDistribuidor#SoftwareFarmacias""}, ""10"": {""Dirección"": ""44 followers, 📢 ¡Ayuda a las farmacias a evitar pérdidas y generar más utilidades! Un surtido eficiente es clave para que las farmacias compren lo necesario en la cantidad ideal. Con nuestra tecnología, pueden optimizar su stock y asegurar siempre los productos más demandados. \n\nConoce más sobre este tema en nuetsro artículo. 👉https://hubs.la/Q039qBtv0#ÚneteCómoDistribuidor""}}","1994","[""Software Development""]","[""https://pharmacylite.mx/\n      \n\nExternal link for Pharmacy Lite | Partners""]","[""Culiacán, Sinaloa""]","[""sistema para farmacias"","" punto de venta para farmacias"","" tecnología"","" distribuidor de sistemas"","" distribuye un sistema especializado"","" comercialización de sistemas"","" sistema exclusivo para farmacias"","" emprendimiento"","" consultorTI"","" DistribuidordeSistemas"","" socio distribuidor"","" socio comercial"","" Partners"","" Software para farmacias"","" and Distribuidores tecnológicos""]","{}","Culiacán Rosales,  Sinaloa,  México","null","https://www.linkedin.com/company/pharmacylite-sistema-para-farmacias/"
33193,"RECUPERACIÓN DE CARTERA VENCIDA","Motor Vehicle Manufacturing",,"51-200 employees","{""1"": {""Dirección"": ""AVENIDA DONATO GUERRA 649 SN""}}",,"[""Financial Services""]","[]","[]","[]","{}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Raymundo Guadal"", ""Cargo"": ""Estudiante en Universidad Popular Autonoma De Veracruz"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQFe0sFxdkVDJQ/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1648521396547?e=2147483647&v=beta&t=wtdWYYR4jeqpxj6qzfgd4G-xKpnvydYVVNzwKcbcBZk"", ""Perfil"": ""https://mx.linkedin.com/in/raymundo-guadal-1913aa110?trk=org-employees""}, {""Nombre"": ""Alexis Covarrubias Arias"", ""Cargo"": ""Titular de Despacho de Cobranza Extrajudicial / Judicial"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D5603AQH6E3aoLZz6gQ/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1701663233014?e=2147483647&v=beta&t=eXpRP41xCtGIkfiVAyS97mRuZm6bCyoicdUyLo9f3KI"", ""Perfil"": ""https://mx.linkedin.com/in/alexis-covarrubias-arias-89a001111?trk=org-employees""}, {""Nombre"": ""Heraclio Hernandez"", ""Cargo"": ""Abogado en RECUPERACIÓN DE CARTERA VENCIDA"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQFfimrgMgskBw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1565411918075?e=2147483647&v=beta&t=e9GF0txdejw54t5nFoSaian8Q8-G7fkdAEk3vLpLhpo"", ""Perfil"": ""https://mx.linkedin.com/in/heraclio-hernandez-03611a190?trk=org-employees""}, {""Nombre"": ""Isaac De blas"", ""Cargo"": ""--"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4D03AQEgKKIRAV_jyw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1648258448624?e=2147483647&v=beta&t=AugVD9Ya_H9yexSN9vgWR0bKpGZzbhGZHye8WIsiEaE"", ""Perfil"": ""https://mx.linkedin.com/in/isaac-de-blas-6608b5235?trk=org-employees""}]","https://www.linkedin.com/company/recuperaci%C3%B3n-de-cartera-vencida/"
